movie,trackname,musicDirector,singers,cast,releaseYear
Dasvidaniya,Sare Sehar Ki Jagmag Ke Bitar Hai Andhera – Alvida (Remix),Kailash Kher,Not Found,"Vinay Pathak, Ranvir Shorey, Rajat Kapoor, Neha Dhupia, Saurabh Shukla, Sarita Joshi, Joy Fernandes, Manoylo Svitlana, Gaurav Gera, Suchitra Pillai",2008
Yuvvraaj,Main Hoon Yuvvraaj,A. R. Rahman,Salman Khan,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Tu Meri Dost Hai,A. R. Rahman,Vishal Dadlani & Vishal & Shekhar,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Shanno Shanno,A. R. Rahman,Sunidhi Chauhan,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Tu Muskura,A. R. Rahman,Alka Yagnik & Javed Ali,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Mastam Mastam,A. R. Rahman,"Sonu Nigam, Alka Yagnik, Benny Dayal & Naresh Iyer","Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Zindagi,A. R. Rahman,Sachin-Jigar & Papon,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Dil Ka Rishta,A. R. Rahman,"Alka Yagnik, Udit Narayan & Kumar Sanu","Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,Manmohini Morey,A. R. Rahman,Vijay Prakash,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Yuvvraaj,"Shanno Shanno"" (remix by Krishna Chetan)",A. R. Rahman,Not Found,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani, Mithun Chakraborty, Aushima Sawhney, Javed Sheikh",2008
Oye Lucky! Lucky Oye!,Oye Lucky,"Sneha Khanwalkar, Background Score:, Dhruv Dhalla",Mika Singh,"Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Jugni,"Sneha Khanwalkar, Background Score:, Dhruv Dhalla","Pritam, Arif Lohar, Harshdeep Kaur & Irshad Kamil","Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Tu Raja Ki Raj Dulari,"Sneha Khanwalkar, Background Score:, Dhruv Dhalla",Rajbir,"Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Superchor,"Sneha Khanwalkar, Background Score:, Dhruv Dhalla",Dilbahar & Akshay Verma,"Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Hooriyaan,"Sneha Khanwalkar, Background Score:, Dhruv Dhalla",Brijesh Shandilya & Himani Kapoor,"Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Oye Lucky (Remix),"Sneha Khanwalkar, Background Score:, Dhruv Dhalla",Mika Singh & Dj A-Myth,"Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
Oye Lucky! Lucky Oye!,Jugni (Remix),"Sneha Khanwalkar, Background Score:, Dhruv Dhalla","Pritam, Arif Lohar, Harshdeep Kaur & Irshad Kamil","Abhay Deol, Paresh Rawal, Neetu Chandra, Manu Rishi Chadha, Archana Puran Singh, Manjot Singh, Richa Chadha, Anuraag Arora, Rajendra Sethi, Hasleen Kaur",2008
3 Idiots,Aal Izz Well,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,"Sonu Nigam, Swanand Kirkire & Shaan","Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Zoobi Doobi,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,Sonu Nigam & Shreya Ghoshal,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Behti Hawa Sa Tha Woh,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,Shaan & Shantanu Moitra,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Give Me Some Sunshine,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,Suraj Jagan & Sharman Joshi,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Jaane Nahin Denge Tujhe,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,Sonu Nigam,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Aal Izz Well Remix,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,"Sonu Nigam, Swanand Kirkire & Shaan","Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
3 Idiots,Zoobi Doobi Remix,Songs:Shantanu MoitraScore:Shantanu MoitraAtul RaningaSanjay Wadrekar,Sonu Nigam & Shreya Ghoshal,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani, Omi Vaidya, Mona Singh, Rahul Kumar, Parikshat Sahni, Farida Dadi",2009
Ajab Prem Ki Ghazab Kahani,Main Tera Dhadkan Teri,Pritam,"KK, Hard Kaur, Sunidhi Chauhan & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Tu Jaane Na,Pritam,Atif Aslam & Pritam,"Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Oh By God,Pritam,"Mika Singh, Sunidhi Chauhan & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Tera Hone Laga Hoon,Pritam,"Atif Aslam, Alisha Chinai & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Prem Ki Naiyya,Pritam,"Neeraj Shridhar, Suzanne D'Mello & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Aa Jao Meri Tamanna,Pritam,"Javed Ali, JoJo & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,Follow Me,Pritam,Hard Kaur & Pritam,"Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Tu Jaane Na"" (Reprise)",Pritam,Atif Aslam & Pritam,"Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Main Tera Dhadkan Teri"" (Remix)",Pritam,"KK, Hard Kaur, Sunidhi Chauhan & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Tu Jaane Na"" (Remix)",Pritam,Atif Aslam & Pritam,"Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Prem Ki Naiyya"" (Remix)",Pritam,"Neeraj Shridhar, Suzanne D'Mello & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Tera Hone Laga Hoon"" (Remix)",Pritam,"Atif Aslam, Alisha Chinai & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Aa Jao Meri Tamanna"" (Remix)",Pritam,"Javed Ali, JoJo & Pritam","Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Ajab Prem Ki Ghazab Kahani,"Tu Jaane Na"" (Unplugged Version)",Pritam,Atif Aslam & Pritam,"Ranbir Kapoor, Katrina Kaif, Upen Patel, Govind Namdeo, Darshan Jariwala, Mithilesh Chaturvedi, Navneet Nishan, Smita Jaykar, Shyam Mashalkar, Dolly Bindra",2009
Wanted,Ishq Vishq (Main Yahan Tu Bhi Yahan),Sajid–Wajid,Not Found,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Dil Leke,Sajid–Wajid,Shaan & Shreya Ghoshal,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Le Le Mazaa Le,Sajid–Wajid,"Suzanne, Saumaya Rao, Hrishikesh Kamerkar & Nikita Nigam","Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Jalwa,Sajid–Wajid,Wajid,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Tose Pyaar Karte Hai,Sajid–Wajid,Wajid & Sunidhi Chauhan,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Most Wanted Track,Sajid–Wajid,Salman Khan,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,Love Me Love Me,Sajid–Wajid,JMSN,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,"Dil Leke"" (Remixed by Dj A-Myth)",Sajid–Wajid,Not Found,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,"Ishq Vishq"" (Remixed by Dj A-Myth)",Sajid–Wajid,"Kamaal Khan, Sunidhi Chauhan & Dj A-Myth","Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,"Jalwa On The House"" (Remixed by Dj Akbar Sami)",Sajid–Wajid,Not Found,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,"Tose Pyar Karte Hai"" (Remixed by Dj Akbar Sami)",Sajid–Wajid,Not Found,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Wanted,"Love Me Love Me"" ((Mama Papa Mix) remixed by Dj Akbar Sami)",Sajid–Wajid,Not Found,"Salman Khan, Vinod Khanna, Ayesha Takia, Mahesh Manjrekar, Prakash Raj, Manoj Pahwa, Inder Kumar, Govind Namdeo, Maheck Chahal, Anupam Shyam",2009
Kambakkht Ishq,Om Mangalam,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",RDB,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,Lakh Lakh,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Anu Malik & Neeraj Shridhar,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,Bebo,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Anu Malik & Alisha Chinai,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,Kambakkht Ishq,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB","Anu Malik, KK & Sunidhi Chauhan","Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,Kyun,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB","Anu Malik, Shaan & Shreya Ghoshal","Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,"Om Mangalam"" (Reprise)","Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Anu Malik & RDB,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,"Lakh Lakh"" (Electro Dhol House Remix)","Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Not Found,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,"Bebo"" (Club Mix)","Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Anu Malik & Kilogram K & G,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,"Kambakkht Ishq"" (Remix)","Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Anu Malik & Kilogram K & G,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,"Kyun"" (Female – Reprise)","Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Nikhil D'Souza & Priyani Vani,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
Kambakkht Ishq,Welcome To Hollywood,"Anu Malik, Bonus Track and Background Score:, Salim–Sulaiman, Guest Composers:, RDB",Beyoncé,"Akshay Kumar, Kareena Kapoor Khan, Aftab Shivdasani, Amrita Arora, Sylvester Stallone, Boman Irani, Kirron Kher, Whoopi Goldberg, Denise Richards, Holly Valance",2009
De Dana Dan,Rishte Naate,"Pritam, Rhythm Dhol Bass, Ad Boyz",Rahat Fateh Ali Khan & Suzanne Demello,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,"Paisa Paisa(Composed byRDB, Music Produced by Pritam)","Pritam, Rhythm Dhol Bass, Ad Boyz",Not Found,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Gale Lag Ja,"Pritam, Rhythm Dhol Bass, Ad Boyz",Javed Ali & Banjyotsna,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Baamulaiza,"Pritam, Rhythm Dhol Bass, Ad Boyz",Error,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Hotty Naughty,"Pritam, Rhythm Dhol Bass, Ad Boyz",Error,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,"Rishte Naate"" (Remix)","Pritam, Rhythm Dhol Bass, Ad Boyz",Rahat Fateh Ali Khan & Suzanne Demello,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,"Baamulaiza"" (Ragga Mix)","Pritam, Rhythm Dhol Bass, Ad Boyz","Pritam, Domnique Cerejo & Style Bhai","Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,"Gale Lag Ja"" (Version 2)","Pritam, Rhythm Dhol Bass, Ad Boyz",Javed Ali & Banjyotsna,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Hotty Naughty (Remix),"Pritam, Rhythm Dhol Bass, Ad Boyz",Kalpana Patowary,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Baamulaiza (Remix),"Pritam, Rhythm Dhol Bass, Ad Boyz","Pritam, Domnique Cerejo & Style Bhai","Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,De Dana Dan(Composed by Ad Boys),"Pritam, Rhythm Dhol Bass, Ad Boyz",Not Found,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
De Dana Dan,Paisa Paisa (Club Mix)(Composed byRDB),"Pritam, Rhythm Dhol Bass, Ad Boyz",Not Found,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Katrina Kaif, Sameera Reddy, Manoj Joshi, Johny Lever, Rajpal Yadav, Archana Puran Singh, Tinnu Anand",2009
New York,Hai Junoon,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",KK,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,Mere Sang,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Sunidhi Chauhan,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,Tune Jo Na Kaha,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Mohit Chauhan,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,Aye Saaye Mere,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Pankaj Awasthi,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,"Hai Junoon"" (Remix by Julius Packiam)","Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",KK,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,"Mere Sang"" (Remix by Julius Packiam)","Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Sunidhi Chauhan,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,Sam's Theme,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Julius Packiam & Caralisa Monteiro,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
New York,New York Theme,"Pritam, Guest Composition:, Pankaj Awasthi, Background Score:, Julius Packiam",Julius Packiam,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan, Aidan Wagner, Nawazuddin Siddiqui, Samrat Chakrabarti, Ali Quli Mirza",2009
Kaminey,Dhan Te Nan,Vishal Bhardwaj,"Sukhwinder Singh, Vishal Dadlani & Robert 'Bob' Omulo","Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,Fatak,Vishal Bhardwaj,Sukhwinder Singh & Kailash Kher,"Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,"Go Charlie Go"" (Theme)",Vishal Bhardwaj,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,Kaminey,Vishal Bhardwaj,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,Raat Ke Dhai Baje,Vishal Bhardwaj,"Suresh Wadkar, Rekha Bhardwaj, Sunidhi Chauhan & Kunal Ganjawala","Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,Pehli Baar Mohabbat,Vishal Bhardwaj,Mohit Chauhan,"Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
Kaminey,"Dhan Te Nan"" (Remix)",Vishal Bhardwaj,"Sukhwinder Singh, Vishal Dadlani & Robert 'Bob' Omulo","Shahid Kapoor, Priyanka Chopra Jonas, Amole Gupte, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Adil Hussain, Patrícia Bull, Eric Santos",2009
